day_of_year,is_daylight,distance_to_solar_noon,average_temperature_day,average_wind_direction_day,average_wind_speed_day,sky_cover,visibility,relative_humidity,average_wind_speed_period,average_barometric_pressure_period,power_generated_kw,first_hour_of_period_sin,first_hour_of_period_cos,day_of_year_sin,day_of_year_cos,distance_to_noon_squared,solar_potential
60,0,0.934114202,59,14,9.9,4,10.0,78,25.0,29.93,0,-0.5000000000000004,0.8660254037844384,0.8573146280763322,0.5147928015098309,0.8725693423780967,0.17431568802584657
61,0,0.906705539,57,19,20.8,3,10.0,87,20.0,29.94,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,0.8221149344532804,0.19942506814912855
61,0,0.644314869,57,19,20.8,3,10.0,87,17.0,29.91,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.4151416504144872,0.42242102875233656
61,1,0.381924198,57,19,20.8,4,3.0,93,17.0,29.91,21,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.1458660930179432,0.6387632068012276
61,1,0.119533528,57,19,20.8,4,8.0,90,11.0,29.91,532,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.014288264316126785,0.8594602399755364
61,1,0.142857143,57,19,20.8,4,1.5,86,22.0,29.9,3748,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.020408163306122447,0.8398427260090535
61,1,0.405247813,57,19,20.8,2,10.0,67,33.0,29.89,10489,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.16422578994128298,0.6320445614354684
61,1,0.667638484,57,19,20.8,4,10.0,75,26.0,29.89,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.4457411453178183,0.39844865881933467
61,0,0.930029155,57,19,20.8,3,10.0,67,22.0,29.94,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.8649542291500141,0.1796032042289657
62,0,0.904069767,54,20,17.3,3,10.0,75,20.0,29.94,0,0.25881904510252074,0.9659258262890683,0.8744809578310397,0.4850598461951962,0.8173421436034343,0.20166511162731712
62,0,0.64244186,54,20,17.3,3,10.0,75,18.0,29.91,0,0.8660254037844386,0.5000000000000001,0.8744809578310397,0.4850598461951962,0.41273154348025964,0.42401282864816914
62,1,0.380813953,54,20,17.3,3,10.0,75,24.0,29.9,0,0.9659258262890683,-0.25881904510252063,0.8744809578310397,0.4850598461951962,0.1450192667994862,0.6463605456690212
62,1,0.119186047,54,20,17.3,3,8.0,90,11.0,29.95,2933,0.49999999999999994,-0.8660254037844387,0.8744809578310397,0.4850598461951962,0.01420531379948621,0.8687082618400109
62,1,0.14244186,54,20,17.3,3,9.0,83,17.0,29.91,15361,-0.2588190451025208,-0.9659258262890683,0.8744809578310397,0.4850598461951962,0.020289683480259602,0.848944021139137
62,1,0.404069767,54,20,17.3,3,10.0,55,24.0,29.86,4139,-0.8660254037844385,-0.5000000000000004,0.8744809578310397,0.4850598461951962,0.1632723766034343,0.6265963041182849
62,1,0.665697674,54,20,17.3,3,10.0,64,20.0,29.85,0,-0.9659258262890684,0.2588190451025203,0.8744809578310397,0.4850598461951962,0.4431533931690103,0.4042485870974329
62,0,0.927325581,54,20,17.3,3,9.0,89,9.0,29.88,0,-0.5000000000000004,0.8660254037844384,0.8744809578310397,0.4850598461951962,0.8599327331769875,0.1819008700765809
63,0,0.9,50,18,7.9,3,10.0,74,8.0,29.89,0,0.25881904510252074,0.9659258262890683,0.8826787983255474,0.46997674302731995,0.81,0.20512385351625792
63,0,0.639130435,50,18,7.9,2,10.0,83,5.0,29.91,0,0.8660254037844386,0.5000000000000001,0.8826787983255474,0.46997674302731995,0.4084877129432892,0.4312273634148772
63,1,0.37826087,50,18,7.9,3,10.0,80,6.0,29.96,1291,0.9659258262890683,-0.25881904510252063,0.8826787983255474,0.46997674302731995,0.14308128577315693,0.6485303148764581
63,1,0.117391304,50,18,7.9,3,10.0,77,5.0,30.03,16983,0.49999999999999994,-0.8660254037844387,0.8826787983255474,0.46997674302731995,0.013780718254820416,0.8702335464064205
63,1,0.143478261,50,18,7.9,3,10.0,57,13.0,30.03,25415,-0.2588190451025208,-0.9659258262890683,0.8826787983255474,0.46997674302731995,0.02058601137958412,0.8480632229134794
63,1,0.404347826,50,18,7.9,3,10.0,55,11.0,30.03,12898,-0.8660254037844385,-0.5000000000000004,0.8826787983255474,0.46997674302731995,0.1634971643909263,0.6263599922333792
63,1,0.665217391,50,18,7.9,3,10.0,71,9.0,30.05,134,-0.9659258262890684,0.2588190451025203,0.8826787983255474,0.46997674302731995,0.44251417728884684,0.4046567615532792
63,0,0.926086957,50,18,7.9,2,10.0,71,10.0,30.07,0,-0.5000000000000004,0.8660254037844384,0.8826787983255474,0.46997674302731995,0.8576370519255199,0.1848396488895365
64,0,0.896103896,52,27,7.3,4,10.0,83,5.0,30.1,0,0.25881904510252074,0.9659258262890683,0.8906165093267404,0.4547551355561058,0.8030021924263787,0.20628619126152803
64,0,0.636363636,52,27,7.3,4,9.0,96,10.0,30.11,0,0.8660254037844386,0.5000000000000001,0.8906165093267404,0.4547551355561058,0.4049586772231405,0.4247539621541578
64,1,0.376623377,52,27,7.3,3,10.0,77,6.0,30.14,1190,0.9659258262890683,-0.25881904510252063,0.8906165093267404,0.4547551355561058,0.1418451681028841,0.6499219585828293
64,1,0.116883117,52,27,7.3,3,10.0,80,3.0,30.18,16816,0.49999999999999994,-0.8660254037844387,0.8906165093267404,0.4547551355561058,0.013661663039635688,0.8706654354222573
64,1,0.142857143,52,27,7.3,3,10.0,69,5.0,30.16,27173,-0.2588190451025208,-0.9659258262890683,0.8906165093267404,0.4547551355561058,0.020408163306122447,0.8485910877383146
64,1,0.402597403,52,27,7.3,3,10.0,62,10.0,30.13,15652,-0.8660254037844385,-0.5000000000000004,0.8906165093267404,0.4547551355561058,0.16208466890234444,0.6278476108988865
64,1,0.662337662,52,27,7.3,3,10.0,72,10.0,30.13,86,-0.9659258262890684,0.2588190451025203,0.8906165093267404,0.4547551355561058,0.4386911785036262,0.4071041349093208
64,0,0.922077922,52,27,7.3,2,10.0,77,7.0,30.14,0,-0.5000000000000004,0.8660254037844384,0.8906165093267404,0.4547551355561058,0.8502276942398381,0.18828190196752048
65,0,0.89352518,52,28,12.6,3,10.0,77,14.0,30.14,0,0.25881904510252074,0.9659258262890683,0.8982917515547528,0.4393995096591417,0.7983872472940324,0.2106265594837866
65,0,0.634532374,52,28,12.6,2,10.0,71,9.0,30.14,0,0.8660254037844386,0.5000000000000001,0.8982917515547528,0.4393995096591417,0.40263133365407583,0.4351753682664209
65,1,0.375539568,52,28,12.6,4,10.0,80,3.0,30.14,467,0.9659258262890683,-0.25881904510252063,0.8982917515547528,0.4393995096591417,0.14102996713362662,0.6441333249495431
65,1,0.116546763,52,28,12.6,3,10.0,67,14.0,30.15,21939,0.49999999999999994,-0.8660254037844387,0.8982917515547528,0.4393995096591417,0.013583147965778168,0.8709512900348956
65,1,0.142446043,52,28,12.6,3,10.0,64,17.0,30.13,16806,-0.2588190451025208,-0.9659258262890683,0.8982917515547528,0.4393995096591417,0.020290875166357848,0.8489404661647807
65,1,0.401438849,52,28,12.6,3,10.0,64,18.0,30.1,14635,-0.8660254037844385,-0.5000000000000004,0.8982917515547528,0.4393995096591417,0.1611531494864448,0.6288322223644569
65,1,0.660431655,52,28,12.6,2,10.0,77,15.0,30.11,335,-0.9659258262890684,0.2588190451025203,0.8982917515547528,0.4393995096591417,0.43616997092603904,0.41293762782768084
65,0,0.91942446,52,28,12.6,1,10.0,80,11.0,30.11,0,-0.5000000000000004,0.8660254037844384,0.8982917515547528,0.4393995096591417,0.8453413376462916,0.1925047198531289
66,0,0.889684814,52,28,6.3,1,10.0,86,6.0,30.1,0,0.25881904510252074,0.9659258262890683,0.9057022630804714,0.42391439070986076,0.7915390682622145,0.21830045223797181
66,0,0.631805158,52,28,6.3,1,10.0,93,0.0,30.08,0,0.8660254037844386,0.5000000000000001,0.9057022630804714,0.42391439070986076,0.39917775767540503,0.44198148037365875
66,1,0.373925501,52,28,6.3,1,10.0,93,0.0,30.11,1364,0.9659258262890683,-0.25881904510252063,0.9057022630804714,0.42391439070986076,0.139820280298101,0.665662509376731
66,1,0.116045845,52,28,6.3,1,10.0,80,6.0,30.15,19736,0.49999999999999994,-0.8660254037844387,0.9057022630804714,0.42391439070986076,0.013466638141764024,0.889343537512418
66,1,0.141833811,52,28,6.3,1,10.0,75,3.0,30.12,30769,-0.2588190451025208,-0.9659258262890683,0.9057022630804714,0.42391439070986076,0.020116829942783722,0.8669754343518951
66,1,0.399713467,52,28,6.3,2,10.0,67,14.0,30.07,15836,-0.8660254037844385,-0.5000000000000004,0.9057022630804714,0.42391439070986076,0.1597708557011601,0.636796482921095
66,1,0.657593123,52,28,6.3,1,10.0,77,13.0,30.07,228,-0.9659258262890684,0.2588190451025203,0.9057022630804714,0.42391439070986076,0.43242871541689304,0.41961337808052135
66,0,0.915472779,52,28,6.3,0,10.0,80,8.0,30.07,0,-0.5000000000000004,0.8660254037844384,0.9057022630804714,0.42391439070986076,0.8380904090899829,0.19791146459074171
67,0,0.971428571,52,26,13.4,3,10.0,83,6.0,30.07,0,0.25881904510252074,0.9659258262890683,0.9128458599921356,0.40830434224389334,0.943673468555102,0.14441939781034643
67,0,0.714285714,52,26,13.4,4,10.0,83,3.0,30.03,0,0.8660254037844386,0.5000000000000001,0.9128458599921356,0.40830434224389334,0.5102040812244898,0.35921363088636893
67,1,0.457142857,52,26,13.4,4,10.0,77,9.0,30.03,331,0.9659258262890683,-0.25881904510252063,0.9128458599921356,0.40830434224389334,0.20897959170612246,0.575496723733632
67,1,0.2,52,26,13.4,2,10.0,72,5.0,30.03,14201,0.49999999999999994,-0.8660254037844387,0.9128458599921356,0.40830434224389334,0.04000000000000001,0.8082752294263305
67,1,0.057142857,52,26,13.4,1,10.0,59,17.0,30.01,31911,-0.2588190451025208,-0.9659258262890683,0.9128458599921356,0.40830434224389334,0.003265306106122449,0.9404351246522117
67,1,0.314285714,52,26,13.4,1,10.0,64,22.0,29.97,16173,-0.8660254037844385,-0.5000000000000004,0.9128458599921356,0.40830434224389334,0.0987755100244898,0.7173931851534715
67,1,0.571428571,52,26,13.4,1,10.0,71,10.0,29.96,230,-0.9659258262890684,0.2588190451025203,0.9128458599921356,0.40830434224389334,0.32653061175510206,0.4943512456547313
67,0,0.828571429,52,26,13.4,1,10.0,61,24.0,29.98,0,-0.5000000000000004,0.8660254037844384,0.9128458599921356,0.40830434224389334,0.6865306129551021,0.2713093052886059
68,0,0.967283073,49,29,13.2,1,10.0,58,18.0,30.01,0,0.25881904510252074,0.9659258262890683,0.9197204370389467,0.3925739646141717,0.9356365433123234,0.15099286146524593
68,0,0.711237553,49,29,13.2,0,10.0,65,10.0,30.04,0,0.8660254037844386,0.5000000000000001,0.9197204370389467,0.3925739646141717,0.5058588567974278,0.3768515019780455
68,1,0.455192034,49,29,13.2,1,10.0,53,14.0,30.07,2292,0.9659258262890683,-0.25881904510252063,0.9197204370389467,0.3925739646141717,0.20719978781705717,0.5951731115838987
68,1,0.199146515,49,29,13.2,1,10.0,48,11.0,30.12,25550,0.49999999999999994,-0.8660254037844387,0.9197204370389467,0.3925739646141717,0.039659334436645224,0.8172632362095326
68,1,0.056899004,49,29,13.2,1,10.0,45,15.0,30.12,32890,-0.2588190451025208,-0.9659258262890683,0.9197204370389467,0.3925739646141717,0.0032374966561920164,0.9406466391648337
68,1,0.312944523,49,29,13.2,1,10.0,50,18.0,30.11,17309,-0.8660254037844385,-0.5000000000000004,0.9197204370389467,0.3925739646141717,0.09793427447569751,0.7185565145392
68,1,0.568990043,49,29,13.2,0,10.0,63,16.0,30.13,244,-0.9659258262890684,0.2588190451025203,0.9197204370389467,0.3925739646141717,0.32374966903314184,0.5014812010567483
68,0,0.825035562,49,29,13.2,0,10.0,68,8.0,30.16,0,-0.5000000000000004,0.8660254037844384,0.9197204370389467,0.3925739646141717,0.6806836785646557,0.27714774183893653
69,0,0.964539007,48,27,6.3,0,10.0,65,5.0,30.17,0,0.25881904510252074,0.9659258262890683,0.926323968251495,0.3767278936351851,0.9303354960245459,0.15492224649780628
69,0,0.709219858,48,27,6.3,0,10.0,79,3.0,30.16,0,0.8660254037844386,0.5000000000000001,0.926323968251495,0.3767278936351851,0.5029928069815401,0.3786192989727529
69,1,0.453900709,48,27,6.3,0,10.0,77,6.0,30.18,2552,0.9659258262890683,-0.25881904510252063,0.926323968251495,0.3767278936351851,0.2060258536307027,0.6023163514476995
69,1,0.19858156,48,27,6.3,1,10.0,71,3.0,30.2,24464,0.49999999999999994,-0.8660254037844387,0.926323968251495,0.3767278936351851,0.039434635972033595,0.8177532698834197
69,1,0.056737589,48,27,6.3,1,10.0,45,3.0,30.14,32187,-0.2588190451025208,-0.9659258262890683,0.926323968251495,0.3767278936351851,0.0032191540055329206,0.9407866481663832
69,1,0.312056738,48,27,6.3,1,10.0,53,17.0,30.08,16680,-0.8660254037844385,-0.5000000000000004,0.926323968251495,0.3767278936351851,0.09737940773120064,0.7193265662161862
69,1,0.567375887,48,27,6.3,1,10.0,61,17.0,30.07,160,-0.9659258262890684,0.2588190451025203,0.926323968251495,0.3767278936351851,0.3219153971490367,0.49786648426598906
69,0,0.822695035,48,27,6.3,3,10.0,71,6.0,30.09,0,-0.5000000000000004,0.8660254037844384,0.926323968251495,0.3767278936351851,0.6768271206136511,0.27082243544210305
70,0,0.961810467,50,28,5.9,3,10.0,73,0.0,30.07,0,0.25881904510252074,0.9659258262890683,0.9326545075388224,0.36077079921678346,0.9250793744307579,0.1525934626147907
70,0,0.707213579,50,28,5.9,1,10.0,73,3.0,30.04,0,0.8660254037844386,0.5000000000000001,0.9326545075388224,0.36077079921678346,0.5001510463219893,0.37657332293696383
70,1,0.45261669,50,28,5.9,1,10.0,79,0.0,30.05,2089,0.9659258262890683,-0.25881904510252063,0.9326545075388224,0.36077079921678346,0.2048618680665561,0.5974069271653926
70,1,0.198019802,50,28,5.9,1,10.0,74,5.0,30.07,24003,0.49999999999999994,-0.8660254037844387,0.9326545075388224,0.36077079921678346,0.0392118419841192,0.8182405305264362
70,1,0.056577086,50,28,5.9,1,10.0,41,0.0,30.03,31376,-0.2588190451025208,-0.9659258262890683,0.9326545075388224,0.36077079921678346,0.003200966660251396,0.9409258661125204
70,1,0.311173975,50,28,5.9,2,10.0,57,14.0,30.0,16173,-0.8660254037844385,-0.5000000000000004,0.9326545075388224,0.36077079921678346,0.09682924271730062,0.7128186026731412
70,1,0.565770863,50,28,5.9,0,10.0,69,16.0,30.02,247,-0.9659258262890684,0.2588190451025203,0.9326545075388224,0.36077079921678346,0.3200966694197648,0.5043016752758063
70,0,0.820367751,50,28,5.9,0,10.0,77,7.0,30.06,0,-0.5000000000000004,0.8660254037844384,0.9326545075388224,0.36077079921678346,0.673003246880798,0.2812374294565704
71,0,0.957686883,51,28,9.5,1,10.0,86,6.0,30.07,0,0.25881904510252074,0.9659258262890683,0.9387101892619443,0.3447073839879338,0.9171641658702557,0.1593164558064195
71,0,0.703808181,51,28,9.5,1,10.0,86,0.0,30.07,0,0.8660254037844386,0.5000000000000001,0.9387101892619443,0.3447073839879338,0.4953459556425287,0.3795271151734915
71,1,0.449929478,51,28,9.5,1,10.0,89,5.0,30.1,1452,0.9659258262890683,-0.25881904510252063,0.9387101892619443,0.3447073839879338,0.20243653517335247,0.5997377754079487
71,1,0.196050776,51,28,9.5,1,10.0,77,5.0,30.13,22968,0.49999999999999994,-0.8660254037844387,0.9387101892619443,0.3447073839879338,0.03843590677020218,0.8199484347750206
71,1,0.057827927,51,28,9.5,1,10.0,62,14.0,30.1,31733,-0.2588190451025208,-0.9659258262890683,0.9387101892619443,0.3447073839879338,0.003344069141117329,0.9398409049905222
71,1,0.311706629,51,28,9.5,1,10.0,72,20.0,30.1,16613,-0.8660254037844385,-0.5000000000000004,0.9387101892619443,0.3447073839879338,0.09716102256254365,0.7196302456234502
71,1,0.565585331,51,28,9.5,1,10.0,83,17.0,30.1,264,-0.9659258262890684,0.2588190451025203,0.9387101892619443,0.3447073839879338,0.3198867666423795,0.49941958625637844
71,0,0.819464034,51,28,9.5,1,10.0,86,13.0,30.15,0,-0.5000000000000004,0.8660254037844384,0.9387101892619443,0.3447073839879338,0.6715213030195532,0.27920892602192127
72,0,0.953651685,52,27,11.5,1,10.0,89,10.0,30.15,0,0.25881904510252074,0.9659258262890683,0.9444892287836613,0.32854238191083485,0.9094515363033392,0.1628165273179586
72,0,0.700842697,52,27,11.5,4,10.0,89,7.0,30.15,0,0.8660254037844386,0.5000000000000001,0.9444892287836613,0.32854238191083485,0.4911804859382338,0.3705205648135996
72,1,0.448033708,52,27,11.5,4,10.0,83,0.0,30.16,738,0.9659258262890683,-0.25881904510252063,0.9444892287836613,0.32854238191083485,0.20073420350422924,0.5831584373114918
72,1,0.195224719,52,27,11.5,2,10.0,77,5.0,30.18,22241,0.49999999999999994,-0.8660254037844387,0.9444892287836613,0.32854238191083485,0.038112690908628954,0.8123753995970796
72,1,0.05758427,52,27,11.5,1,10.0,72,14.0,30.12,31880,-0.2588190451025208,-0.9659258262890683,0.9444892287836613,0.32854238191083485,0.0033159481514329,0.9400522494956214
72,1,0.310393258,52,27,11.5,1,10.0,72,24.0,30.09,16760,-0.8660254037844385,-0.5000000000000004,0.9444892287836613,0.32854238191083485,0.09634397461185457,0.7207694443495553
72,1,0.563202247,52,27,11.5,2,10.0,83,14.0,30.07,277,-0.9659258262890684,0.2588190451025203,0.9444892287836613,0.32854238191083485,0.317196771025849,0.4964211167367494
72,0,0.816011236,52,27,11.5,4,10.0,77,13.0,30.1,0,-0.5000000000000004,0.8660254037844384,0.9444892287836613,0.32854238191083485,0.6658743372782477,0.273652201040148
73,0,0.950980392,51,27,12.9,4,10.0,77,15.0,30.08,0,0.25881904510252074,0.9659258262890683,0.949989922994501,0.3122805568857947,0.9043637059684736,0.16012952014893916
73,0,0.698879552,51,27,12.9,4,10.0,71,11.0,30.06,0,0.8660254037844386,0.5000000000000001,0.949989922994501,0.3122805568857947,0.48843262820372063,0.37217176787349115
73,1,0.446778711,51,27,12.9,4,10.0,66,9.0,30.05,1260,0.9659258262890683,-0.25881904510252063,0.949989922994501,0.3122805568857947,0.19961121660282152,0.584214016439144
73,1,0.194677871,51,27,12.9,4,10.0,66,17.0,30.08,13083,0.49999999999999994,-0.8660254037844387,0.949989922994501,0.3122805568857947,0.037899473457092644,0.7962562641636958
73,1,0.057422969,51,27,12.9,4,10.0,64,17.0,30.05,16045,-0.2588190451025208,-0.9659258262890683,0.949989922994501,0.3122805568857947,0.0032973973687749607,0.9117014881117521
73,1,0.30952381,51,27,12.9,4,10.0,64,16.0,30.03,10900,-0.8660254037844385,-0.5000000000000004,0.949989922994501,0.3122805568857947,0.09580498895691611,0.6996592395460992
73,1,0.56162465,51,27,12.9,4,10.0,74,13.0,30.04,229,-0.9659258262890684,0.2588190451025203,0.949989922994501,0.3122805568857947,0.31542224748762243,0.48761699182154733
73,0,0.81372549,51,27,12.9,3,10.0,77,10.0,30.05,0,-0.5000000000000004,0.8660254037844384,0.949989922994501,0.3122805568857947,0.6621491730757402,0.2784453143480057
74,0,0.947001395,55,18,8.2,4,10.0,77,8.0,30.05,0,0.25881904510252074,0.9659258262890683,0.9552106508146316,0.2959267013472893,0.8968116421319461,0.16347625817475947
74,0,0.69595537,55,18,8.2,4,6.0,93,5.0,30.04,0,0.8660254037844386,0.5000000000000001,0.9552106508146316,0.2959267013472893,0.48435387703183685,0.3746313000354453
74,1,0.444909344,55,18,8.2,4,4.0,96,7.0,30.08,234,0.9659258262890683,-0.25881904510252063,0.9552106508146316,0.2959267013472893,0.1979443243785103,0.5857863427372321
74,1,0.193863319,55,18,8.2,4,10.0,90,6.0,30.12,4700,0.49999999999999994,-0.8660254037844387,0.9552106508146316,0.2959267013472893,0.03758298645369576,0.796941384597918
74,1,0.057182706,55,18,8.2,4,10.0,78,10.0,30.12,8957,-0.2588190451025208,-0.9659258262890683,0.9552106508146316,0.2959267013472893,0.003269861865482436,0.9119035735413963
74,1,0.308228731,55,18,8.2,4,10.0,75,13.0,30.11,4361,-0.8660254037844385,-0.5000000000000004,0.9552106508146316,0.2959267013472893,0.09500495061387035,0.7007485316807105
74,1,0.559274756,55,18,8.2,3,10.0,80,8.0,30.13,12,-0.9659258262890684,0.2588190451025203,0.9552106508146316,0.2959267013472893,0.3127882526988595,0.49469342200564986
74,0,0.810320781,55,18,8.2,3,10.0,83,7.0,30.17,0,-0.5000000000000004,0.8660254037844384,0.9552106508146316,0.2959267013472893,0.6566197681204501,0.2813388484589152
75,0,0.942976356,59,20,8.6,4,10.0,90,13.0,30.17,0,0.25881904510252074,0.9659258262890683,0.9601498736716018,0.2794856348516095,0.8892044079750386,0.16686172216900477
75,0,0.692628651,59,20,8.6,4,6.0,96,9.0,30.18,0,0.8660254037844386,0.5000000000000001,0.9601498736716018,0.2794856348516095,0.47973444818607985,0.37742940643726436
75,1,0.442280946,59,20,8.6,4,10.0,96,7.0,30.22,324,0.9659258262890683,-0.25881904510252063,0.9601498736716018,0.2794856348516095,0.19561243519465493,0.5879970907055241
75,1,0.191933241,59,20,8.6,4,9.0,87,11.0,30.26,6543,0.49999999999999994,-0.8660254037844387,0.9601498736716018,0.2794856348516095,0.036838369000764086,0.7985647749737838
75,1,0.058414465,59,20,8.6,3,10.0,72,10.0,30.26,15051,-0.2588190451025208,-0.9659258262890683,0.9601498736716018,0.2794856348516095,0.003412249721236225,0.9203557434576561
75,1,0.30876217,59,20,8.6,3,10.0,70,16.0,30.25,12293,-0.8660254037844385,-0.5000000000000004,0.9601498736716018,0.2794856348516095,0.0953340776231089,0.7075946458116023
75,1,0.559109875,59,20,8.6,3,10.0,87,8.0,30.26,30,-0.9659258262890684,0.2588190451025203,0.9601498736716018,0.2794856348516095,0.3126038523225156,0.4948335481655481
75,0,0.80945758,59,20,8.6,4,5.0,93,6.0,30.29,0,-0.5000000000000004,0.8660254037844384,0.9601498736716018,0.2794856348516095,0.6552215738194564,0.2791644871120766
76,0,0.939058172,58,28,9.0,2,10.0,93,6.0,30.28,0,0.25881904510252074,0.9659258262890683,0.9648061359537645,0.2629622026565149,0.8818302503999815,0.17370225428985278
76,0,0.689750693,58,28,9.0,4,10.0,96,5.0,30.28,0,0.8660254037844386,0.5000000000000001,0.9648061359537645,0.2629622026565149,0.4757560184939803,0.37985005955042683
76,1,0.440443213,58,28,9.0,4,10.0,90,0.0,30.3,388,0.9659258262890683,-0.25881904510252063,0.9648061359537645,0.2629622026565149,0.19399022387776338,0.5895428096172008
76,1,0.191135734,58,28,9.0,3,10.0,75,6.0,30.31,15785,0.49999999999999994,-0.8660254037844387,0.9648061359537645,0.2629622026565149,0.03653286881171876,0.8075609292474871
76,1,0.058171745,58,28,9.0,3,10.0,72,5.0,30.28,27142,-0.2588190451025208,-0.9659258262890683,0.9648061359537645,0.2629622026565149,0.0033839519163450247,0.920562022055739
76,1,0.307479224,58,28,9.0,2,10.0,78,15.0,30.24,15649,-0.8660254037844385,-0.5000000000000004,0.9648061359537645,0.2629622026565149,0.09454347319164218,0.7159910040121504
76,1,0.556786704,58,28,9.0,3,10.0,86,22.0,30.24,290,-0.9659258262890684,0.2588190451025203,0.9648061359537645,0.2629622026565149,0.31001143375118356,0.4968079238123289
76,0,0.806094183,58,28,9.0,2,10.0,90,14.0,30.24,0,-0.5000000000000004,0.8660254037844384,0.9648061359537645,0.2629622026565149,0.6497878318664375,0.2878683068177773
77,0,0.936464088,58,29,8.0,2,10.0,93,10.0,30.23,0,0.25881904510252074,0.9659258262890683,0.9691780654392536,0.2463612742933148,0.8769649881136719,0.1759295966885969
77,0,0.687845304,58,29,8.0,2,10.0,93,6.0,30.22,0,0.8660254037844386,0.5000000000000001,0.9691780654392536,0.2463612742933148,0.4731311622348524,0.38939961490212033
77,1,0.439226519,58,29,8.0,4,8.0,90,0.0,30.22,3180,0.9659258262890683,-0.25881904510252063,0.9691780654392536,0.2463612742933148,0.19291993499285734,0.5905661720564254
77,1,0.190607735,58,29,8.0,3,7.0,83,0.0,30.22,23463,0.49999999999999994,-0.8660254037844387,0.9691780654392536,0.2463612742933148,0.03633130864183023,0.8080096557368952
77,1,0.05801105,58,29,8.0,3,8.0,75,5.0,30.16,27536,-0.2588190451025208,-0.9659258262890683,0.9691780654392536,0.2463612742933148,0.0033652819221025,0.9206985906916937
77,1,0.306629834,58,29,8.0,3,10.0,61,17.0,30.1,13687,-0.8660254037844385,-0.5000000000000004,0.9691780654392536,0.2463612742933148,0.09402185509886755,0.709406837970145
77,1,0.555248619,58,29,8.0,3,10.0,72,17.0,30.07,384,-0.9659258262890684,0.2588190451025203,0.9691780654392536,0.2463612742933148,0.30830102890140715,0.4981150843987339
77,0,0.803867403,58,29,8.0,2,10.0,77,8.0,30.05,0,-0.5000000000000004,0.8660254037844384,0.9691780654392536,0.2463612742933148,0.6462028016059644,0.2897802732408675
78,0,0.931224209,59,28,12.4,3,10.0,80,3.0,30.04,0,0.25881904510252074,0.9659258262890683,0.9732643737003824,0.22968774213179574,0.8671785274276758,0.17858757278634352
78,0,0.683631362,59,28,12.4,3,10.0,86,8.0,30.02,0,0.8660254037844386,0.5000000000000001,0.9732643737003824,0.22968774213179574,0.467351839109975,0.38900742024223106
78,1,0.436038514,59,28,12.4,1,9.0,86,13.0,30.03,3324,0.9659258262890683,-0.25881904510252063,0.9732643737003824,0.22968774213179574,0.19012958569132818,0.6117865936726815
78,1,0.188445667,59,28,12.4,2,10.0,78,3.0,30.03,24644,0.49999999999999994,-0.8660254037844387,0.9732643737003824,0.22968774213179574,0.035511769411074895,0.8181960553441144
78,1,0.05914718,59,28,12.4,2,10.0,67,20.0,29.99,31762,-0.2588190451025208,-0.9659258262890683,0.9732643737003824,0.22968774213179574,0.0034983889019524,0.9292148204221022
78,1,0.306740028,59,28,12.4,2,10.0,70,24.0,29.97,16724,-0.8660254037844385,-0.5000000000000004,0.9732643737003824,0.22968774213179574,0.09408944477744079,0.7166256953296952
78,1,0.554332875,59,28,12.4,1,10.0,77,17.0,29.95,330,-0.9659258262890684,0.2588190451025203,0.9732643737003824,0.22968774213179574,0.3072849363057656,0.5091798014132173
78,0,0.801925722,59,28,12.4,2,10.0,86,16.0,29.96,0,-0.5000000000000004,0.8660254037844384,0.9732643737003824,0.22968774213179574,0.6430848636052213,0.29144744686212876
79,0,0.92866941,54,27,15.6,1,10.0,90,14.0,29.95,0,0.25881904510252074,0.9659258262890683,0.9770638564833508,0.21294651993841582,0.8624268730697482,0.18448578593201717
79,0,0.68175583,54,27,15.6,4,10.0,93,18.0,29.95,0,0.8660254037844386,0.5000000000000001,0.9770638564833508,0.21294651993841582,0.46479101173898885,0.3865745461517799
79,1,0.43484225,54,27,15.6,4,8.0,96,14.0,29.96,549,0.9659258262890683,-0.25881904510252063,0.9770638564833508,0.21294651993841582,0.1890877823850625,0.5942537847331189
79,1,0.187928669,54,27,15.6,3,9.0,83,10.0,29.97,21293,0.49999999999999994,-0.8660254037844387,0.9770638564833508,0.21294651993841582,0.03531718463211156,0.8102864931571793
79,1,0.058984911,54,27,15.6,1,10.0,75,20.0,29.94,32324,-0.2588190451025208,-0.9659258262890683,0.9770638564833508,0.21294651993841582,0.003479219725677921,0.9388373540525741
79,1,0.305898491,54,27,15.6,3,9.0,83,24.0,29.91,16800,-0.8660254037844385,-0.5000000000000004,0.9770638564833508,0.21294651993841582,0.09357388679607707,0.7100283788763648
